            1            1            1
            1            1      0.95432
            1            1      0.90863
            1            1      0.86295
            1            1      0.81727
            1            1      0.77159
            1            1       0.7259
            1            1      0.68022
            1            1      0.63454
            1            1      0.58885
            1            1      0.54317
            1            1      0.49749
            1            1       0.4518
            1            1      0.40612
            1            1      0.36044
            1            1      0.31476
            1            1      0.26907
            1            1      0.22339
            1            1      0.17771
            1            1      0.13202
            1            1     0.086341
            1            1     0.040658
      0.99816            1            0
      0.98141            1            0
      0.96466            1            0
      0.94791            1            0
      0.93116            1            0
      0.91441            1            0
      0.89765            1            0
       0.8809            1            0
      0.86415            1            0
       0.8474            1            0
      0.83065            1            0
       0.8139            1            0
      0.79715            1            0
       0.7804            1            0
      0.76365            1            0
       0.7469            1            0
      0.73015            1            0
       0.7134            1            0
      0.69665            1            0
       0.6799            1            0
      0.66315            1            0
       0.6464            1            0
      0.62965            1            0
       0.6129            1            0
      0.59615            1            0
       0.5794            1            0
      0.56265            1            0
       0.5459            1            0
      0.52915            1            0
       0.5124            1            0
      0.49564            1            0
      0.47889            1            0
      0.46214            1            0
      0.44539            1            0
      0.42864            1            0
      0.41189            1            0
      0.39514            1            0
      0.37839            1            0
      0.36164            1            0
      0.34489            1            0
      0.32814            1            0
      0.31139            1            0
      0.29464            1            0
      0.27789            1            0
      0.26114            1            0
      0.24439            1            0
      0.22764            1            0
      0.21089            1            0
      0.19414            1            0
      0.17739            1            0
      0.16064            1            0
      0.14389            1            0
      0.12714            1            0
      0.11039            1            0
     0.093635            1            0
     0.076884            1            0
     0.060134            1            0
     0.043384            1            0
     0.026633            1            0
    0.0098827            1            0
    0.0071045       0.9929            0
     0.024433      0.97557            0
     0.041761      0.95824            0
     0.059089      0.94091            0
     0.076417      0.92358            0
     0.093745      0.90626            0
      0.11107      0.88893            0
       0.1284       0.8716            0
      0.14573      0.85427            0
      0.16306      0.83694            0
      0.18038      0.81962            0
      0.19771      0.80229            0
      0.21504      0.78496            0
      0.23237      0.76763            0
       0.2497       0.7503            0
      0.26702      0.73298            0
      0.28435      0.71565            0
      0.30168      0.69832            0
      0.31901      0.68099            0
      0.33634      0.66366            0
      0.35366      0.64634            0
      0.37099      0.62901            0
      0.38832      0.61168            0
      0.40565      0.59435            0
      0.42298      0.57702            0
       0.4403       0.5597            0
      0.45763      0.54237            0
      0.47496      0.52504            0
      0.49229      0.50771            0
      0.50962      0.49038            0
      0.52695      0.47305            0
      0.54427      0.45573            0
       0.5616       0.4384            0
      0.57893      0.42107            0
      0.59626      0.40374            0
      0.61359      0.38641            0
      0.63091      0.36909            0
      0.64824      0.35176            0
      0.66557      0.33443            0
       0.6829       0.3171            0
      0.70023      0.29977            0
      0.71755      0.28245            0
      0.73488      0.26512            0
      0.75221      0.24779            0
      0.76954      0.23046            0
      0.78687      0.21313            0
      0.80419      0.19581            0
      0.82152      0.17848            0
      0.83885      0.16115            0
      0.85618      0.14382            0
      0.87351      0.12649            0
      0.89083      0.10917            0
      0.90816     0.091839            0
      0.92549      0.07451            0
      0.94282     0.057182            0
      0.96015     0.039854            0
      0.97747     0.022526            0
       0.9948    0.0051984            0
      0.98149            0     0.018514
      0.95504            0     0.044962
      0.92859            0      0.07141
      0.90214            0     0.097858
      0.87569            0      0.12431
      0.84925            0      0.15075
       0.8228            0       0.1772
      0.79635            0      0.20365
       0.7699            0       0.2301
      0.74345            0      0.25655
      0.71701            0      0.28299
      0.69056            0      0.30944
      0.66411            0      0.33589
      0.63766            0      0.36234
      0.61121            0      0.38879
      0.58477            0      0.41523
      0.55832            0      0.44168
      0.53187            0      0.46813
      0.50542            0      0.49458
      0.47897            0      0.52103
      0.45253            0      0.54747
      0.42608            0      0.57392
      0.39963            0      0.60037
      0.37318            0      0.62682
      0.34673            0      0.65327
      0.32029            0      0.67971
      0.29384            0      0.70616
      0.26739            0      0.73261
      0.24094            0      0.75906
      0.21449            0      0.78551
      0.18805            0      0.81195
       0.1616            0       0.8384
      0.13515            0      0.86485
       0.1087            0       0.8913
     0.082253            0      0.91775
     0.055805            0      0.94419
     0.029357            0      0.97064
    0.0029093            0      0.99709
            0            0      0.95934
            0            0      0.91366
            0            0      0.86798
            0            0      0.82229
            0            0      0.77661
            0            0      0.73093
            0            0      0.68524
            0            0      0.63956
            0            0      0.59388
            0            0       0.5482
            0            0      0.50251
            0            0      0.45683
            0            0      0.41115
            0            0      0.36546
            0            0      0.31978
            0            0       0.2741
            0            0      0.22841
            0            0      0.18273
            0            0      0.13705
            0            0     0.091366
            0            0     0.045683
            0            0            0
